0 1
1 0
0 2
2 0
0 4519
4519 0
0 23073
23073 0
0 33043
33043 0
0 33971
33971 0
0 75503
75503 0
0 101215
101215 0
0 120044
120044 0
0 123880
123880 0
0 124002
124002 0
0 206567
206567 0
0 274042
274042 0
0 369692
369692 0
0 411025
411025 0
0 413808
413808 0
1 2
2 1
1 5915
5915 1
1 7741
7741 1
1 7852
7852 1
1 7979
7979 1
1 8085
8085 1
1 8086
8086 1
1 9335
9335 1
1 10971
10971 1
1 12238
12238 1
1 13090
13090 1
1 13419
13419 1
1 13811
13811 1
1 14662
14662 1
1 15004
15004 1
1 15432
15432 1
1 16259
16259 1
1 16408
16408 1
1 16803
16803 1
1 17411
17411 1
1 18035
18035 1
1 21502
21502 1
1 22970
22970 1
1 27021
27021 1
1 27466
27466 1
1 28995
28995 1
1 29998
29998 1
1 31096
31096 1
1 33126
33126 1
1 33762
33762 1
1 35156
35156 1
1 36918
36918 1
1 37774
37774 1
1 40548
40548 1
