0 1
1 0
0 2
2 0
0 4519
4519 0
0 23073
23073 0
0 33043
33043 0
0 33971
33971 0
0 75503
75503 0
0 101215
101215 0
0 120044
120044 0
0 123880
123880 0
0 124002
124002 0
0 206567
206567 0
0 274042
274042 0
0 369692
369692 0
0 411025
411025 0
0 413808
413808 0
1 2
2 1
1 5915
5915 1
1 7741
7741 1
1 7852
7852 1
1 7979
7979 1
1 8085
8085 1
1 8086
8086 1
1 9335
9335 1
1 10971
10971 1
1 12238
12238 1
1 13090
13090 1
1 13419
13419 1
1 13811
13811 1
1 14662
14662 1
1 15004
15004 1
1 15432
15432 1
1 16259
16259 1
1 16408
16408 1
1 16803
16803 1
1 17411
17411 1
1 18035
18035 1
1 21502
21502 1
1 22970
22970 1
1 27021
27021 1
1 27466
27466 1
1 28995
28995 1
1 29998
29998 1
1 31096
31096 1
1 33126
33126 1
1 33762
33762 1
1 35156
35156 1
1 36918
36918 1
1 37774
37774 1
1 40548
40548 1
1 44446
44446 1
1 44725
44725 1
1 46588
46588 1
1 47489
47489 1
1 49063
49063 1
1 49144
49144 1
1 56260
56260 1
1 58164
58164 1
1 58212
58212 1
1 63386
63386 1
1 66243
66243 1
1 66305
66305 1
1 66668
66668 1
1 67191
67191 1
1 73133
73133 1
1 74815
74815 1
1 75213
75213 1
1 77551
77551 1
1 78424
78424 1
1 81806
81806 1
1 83059
83059 1
1 84042
84042 1
1 84805
84805 1
1 85126
85126 1
1 86291
86291 1
1 90680
90680 1
1 92739
92739 1
1 92740
92740 1
1 93377
93377 1
1 95874
95874 1
1 97590
97590 1
1 97591
97591 1
1 97758
97758 1
1 103133
103133 1
1 110696
110696 1
1 113230
113230 1
1 115324
115324 1
1 122675
122675 1
1 159465
159465 1
1 162643
162643 1
1 164373
164373 1
1 166307
166307 1
1 173255
173255 1
1 173256
173256 1
1 179100
179100 1
1 193261
193261 1
1 194924
194924 1
1 198462
198462 1
1 223322
223322 1
1 229958
229958 1
1 248344
248344 1
1 253221
253221 1
1 255383
255383 1
1 268421
268421 1
1 321570
321570 1
1 321680
321680 1
2 6786
6786 2
2 10077
10077 2
2 16803
16803 2
2 23595
23595 2
2 33043
33043 2
2 33126
33126 2
2 37678
37678 2
2 44724
44724 2
2 54787
54787 2
2 65297
65297 2
2 66305
66305 2
2 75213
75213 2
2 75502
75502 2
2 75503
75503 2
2 79494
79494 2
2 84203
84203 2
2 93250
93250 2
2 97758
97758 2
2 108350
108350 2
2 108790
108790 2
2 127771
127771 2
2 139006
139006 2
2 157374
157374 2
2 189316
189316 2
3 10816
10816 3
3 15821
15821 3
3 18373
18373 3
3 21946
21946 3
3 22531
22531 3
3 22955
22955 3
3 34140
34140 3
3 56565
56565 3
3 58183
58183 3
3 59273
59273 3
3 71407
71407 3
3 117331
117331 3
4 11
11 4
10 53
53 10
10 61
61 10
10 368
368 10
10 369
369 10
10 3514
3514 10
10 3641
3641 10
11 35
35 11
11 105
105 11
21 22378
22378 21
21 90421
90421 21
27 138
138 27
27 264
264 27
29 348
348 29
29 364
364 29
29 3890
3890 29
35 39
39 35
61 274
274 61
61 426
426 61
61 2527
2527 61
61 25670
25670 61
61 33969
33969 61
61 45116
45116 61
61 48574
48574 61
61 55007
55007 61
61 57571
57571 61
61 63075
63075 61
61 72070
72070 61
61 76853
76853 61
61 80747
80747 61
61 88279
88279 61
61 93348
93348 61
61 101353
101353 61
61 114328
114328 61
61 116767
116767 61
61 126396
126396 61
61 171891
171891 61
61 181660
181660 61
61 197599
197599 61
61 209324
209324 61
61 216914
216914 61
61 219689
219689 61
61 220214
220214 61
61 237232
237232 61
61 243226
243226 61
61 253789
253789 61
61 266105
266105 61
61 303921
303921 61
61 304290
304290 61
61 337539
337539 61
61 345810
345810 61
61 381075
381075 61
61 381076
381076 61
61 381077
381077 61
61 382755
382755 61
61 384513
384513 61
61 384514
384514 61
61 388674
388674 61
61 394196
394196 61
61 403092
403092 61
61 415601
415601 61
61 415819
415819 61
69 29902
29902 69
69 77105
77105 69
69 127052
127052 69
69 129843
129843 69
69 129844
129844 69
69 129845
129845 69
69 129846
129846 69
69 129847
129847 69
69 140711
140711 69
69 152729
152729 69
69 173384
173384 69
69 334133
334133 69
69 356896
356896 69
70 11934
11934 70
70 12467
12467 70
70 17356
17356 70
70 27035
27035 70
70 27502
27502 70
70 46490
46490 70
72 98
98 72
72 58963
58963 72
74 94
94 74
74 102
102 74
74 206
206 74
75 2335
2335 75
75 19952
19952 75
75 19953
19953 75
75 22485
22485 75
75 22486
22486 75
75 25232
25232 75
75 31020
31020 75
83 2835
2835 83
83 2851
2851 83
83 3019
3019 83
83 3086
3086 83
83 8761
8761 83
83 10823
10823 83
83 11302
11302 83
83 25458
25458 83
83 25850
25850 83
83 40922
40922 83
83 46212
46212 83
83 57500
57500 83
83 57917
57917 83
83 60078
60078 83
83 84050
84050 83
83 90211
90211 83
83 93474
93474 83
83 94711
94711 83
83 100446
100446 83
83 107759
107759 83
83 109031
109031 83
83 109620
109620 83
83 124987
124987 83
83 158877
158877 83
83 166063
166063 83
83 237087
237087 83
83 237088
237088 83
94 102
102 94
94 2288
2288 94
94 2503
2503 94
96 138
138 96
96 1783
1783 96
96 2122
2122 96
96 2123
2123 96
96 6172
6172 96
96 6294
6294 96
96 7656
7656 96
96 11188
11188 96
96 19970
19970 96
96 55032
55032 96
96 71596
71596 96
96 81838
81838 96
99 6734
6734 99
99 19158
19158 99
99 31299
31299 99
99 31301
31301 99
99 32740
32740 99
99 37349
37349 99
99 64469
64469 99
105 437
437 105
105 10155
10155 105
105 10244
10244 105
108 1732
1732 108
108 2841
2841 108
118 3637
3637 118
118 4810
4810 118
120 1332
1332 120
120 3566
3566 120
122 304
304 122
122 1306
1306 122
122 1307
1307 122
122 2675
2675 122
122 2825
2825 122
122 5650
5650 122
122 15214
15214 122
122 44079
44079 122
122 84498
84498 122
123 294
294 123
134 265
265 134
134 473
473 134
134 474
474 134
134 703
703 134
134 1182
1182 134
135 672
672 135
136 280
280 136
136 1958
1958 136
136 2815
2815 136
136 3768
3768 136
136 3881
3881 136
136 4403
4403 136
136 5911
5911 136
136 5965
5965 136
136 7171
7171 136
136 7857
7857 136
136 13275
13275 136
136 15442
15442 136
136 23670
23670 136
136 23671
23671 136
136 24676
24676 136
136 44735
44735 136
136 293908
293908 136
136 294499
294499 136
138 232
232 138
138 354
354 138
138 407
407 138
138 426
426 138
138 711
711 138
138 834
834 138
138 1819
1819 138
138 8880
8880 138
138 11505
11505 138
138 16455
16455 138
139 153
153 139
139 154
154 139
139 1920
1920 139
139 21962
21962 139
139 22298
22298 139
142 2017
2017 142
142 9794
9794 142
142 17240
17240 142
142 24663
24663 142
142 26051
26051 142
142 26270
26270 142
142 54826
54826 142
142 70143
70143 142
142 96331
96331 142
142 124043
124043 142
147 188
188 147
147 353
353 147
147 354
354 147
147 386
386 147
147 414
414 147
147 496
496 147
147 633
633 147
147 742
742 147
147 743
743 147
147 744
744 147
147 833
833 147
147 849
849 147
147 1127
1127 147
148 149
149 148
148 214
214 148
148 215
215 148
148 235
235 148
148 354
354 148
148 624
624 148
148 671
671 148
148 1062
1062 148
148 5473
5473 148
148 5717
5717 148
148 5740
5740 148
148 16022
16022 148
149 300
300 149
149 354
354 149
149 477
477 149
152 336
336 152
153 154
154 153
153 1920
1920 153
153 21962
21962 153
153 22298
22298 153
154 553
553 154
154 573
573 154
154 16651
16651 154
154 17621
17621 154
154 76216
76216 154
154 76957
76957 154
154 85936
85936 154
156 1810
1810 156
156 19364
19364 156
156 20708
20708 156
156 48019
48019 156
158 159
159 158
158 22479
22479 158
159 211570
211570 159
159 212702
212702 159
172 183
183 172
172 184
184 172
172 54269
54269 172
172 199594
199594 172
178 260
260 178
178 632
632 178
178 943
943 178
178 976
976 178
178 2097
2097 178
178 2195
2195 178
178 3176
3176 178
178 3302
3302 178
178 3303
3303 178
178 3304
3304 178
178 3305
3305 178
178 3306
3306 178
178 6249
6249 178
178 95284
95284 178
178 133455
133455 178
178 133760
133760 178
178 136465
136465 178
178 150818
150818 178
178 238395
238395 178
178 238396
238396 178
178 238397
238397 178
181 548
548 181
181 621
621 181
183 184
184 183
187 8285
8285 187
187 47917
47917 187
188 353
353 188
188 354
354 188
188 386
386 188
188 414
414 188
188 496
496 188
188 633
633 188
188 742
742 188
188 743
743 188
188 744
744 188
188 833
833 188
188 849
849 188
188 1127
1127 188
189 200
200 189
189 7634
7634 189
189 15943
15943 189
189 106999
106999 189
189 108963
108963 189
198 3353
3353 198
198 3354
3354 198
198 3355
3355 198
200 368
368 200
200 5735
5735 200
200 14978
14978 200
200 16086
16086 200
200 16486
16486 200
200 37492
37492 200
200 45747
45747 200
200 64751
64751 200
200 140665
140665 200
200 140666
140666 200
200 143138
143138 200
200 174163
174163 200
214 215
215 214
214 235
235 214
215 235
235 215
216 217
217 216
216 218
218 216
217 23399
23399 217
217 29073
29073 217
217 39231
39231 217
217 39237
39237 217
217 40365
40365 217
217 50869
50869 217
217 52471
52471 217
217 54809
54809 217
217 66339
66339 217
217 66340
66340 217
217 71372
71372 217
217 93177
93177 217
217 143204
143204 217
217 143937
143937 217
217 146019
146019 217
217 162492
162492 217
217 162493
162493 217
217 162494
162494 217
217 162495
162495 217
217 177636
177636 217
217 195464
195464 217
217 226177
226177 217
217 230693
230693 217
217 257274
257274 217
217 264371
264371 217
217 266483
266483 217
217 288201
288201 217
217 292309
292309 217
217 295534
295534 217
217 295535
295535 217
217 363044
363044 217
217 411890
411890 217
217 411891
411891 217
